Address,Title,Price,Area,Land Area,Rooms,Price per m²,Link
"Wesoła, Zielona",dom na sprzedaż 170m2,2 090 000 zł,"170 
m
2","0,0860 
ha",6,"12 294 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-170m2/155718022
Mokotów,dom na sprzedaż 257m2,4 060 000 zł,"256,99 
m
2","0,0220 
ha",7,"15 798 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-257m2/155717728
"Białołęka, Parcelacyjna",dom na sprzedaż 192m2,2 290 000 zł,"192 
m
2","0,1178 
ha",5,"11 927 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-parcelacyjna-192m2/155717484
"Ursus, Stanisława Leszczyńskiego",dom na sprzedaż 100m2,1 100 000 zł,"100 
m
2","0,0058 
ha",4,"11 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursus-stanislawa-leszczynskiego-100m2/155717278
Żoliborz,dom na sprzedaż 648m2,6 500 000 zł,"648 
m
2","0,0441 
ha",24,"10 031 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-zoliborz-648m2/155716714
"Wesoła, Stara Miłosna",dom na sprzedaż 183m2,1 149 000 zł,"183 
m
2","0,0186 
ha",4,"6 279 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-183m2/155716712
Mokotów,dom na sprzedaż 420m2,4 495 000 zł,"420 
m
2","0,0283 
ha",10,"10 702 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-420m2/155716521
"Wilanów, Przekorna",dom na sprzedaż 250m2,2 650 000 zł,"250 
m
2","0,0520 
ha",5,"10 600 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-przekorna-250m2/155716289
"Ursynów, Żołny",dom na sprzedaż 300m2,1 900 000 zł,"300 
m
2","0,0470 
ha",8,"6 333 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-zolny-300m2/155716243
Wilanów,dom na sprzedaż 350m2,2 990 000 zł,"350 
m
2","0,0513 
ha",7,"8 543 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-350m2/155715931
"Wesoła, Wola Grzybowska",dom na sprzedaż 146m2,1 200 000 zł,"146 
m
2","0,0360 
ha",4,"8 219 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-146m2/155715862
"Wilanów, Prymasa Augusta Hlonda",dom na sprzedaż 300m2,6 900 000 zł,"300 
m
2","0,1376 
ha",7,"23 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-prymasa-augusta-hlonda-300m2/155334867
"Targówek, Rajmunda C",dom na sprzedaż 354m2,2 390 000 zł,"354 
m
2","0,0360 
ha",6,"6 751 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-rajmunda-c-354m2/155230978
"Wilanów, Prętowa",dom na sprzedaż 164m2,2 100 000 zł,"164 
m
2","0,0600 
ha",6,"12 805 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-pretowa-164m2/155565323
"Wawer, wał miedzeszyński",dom na sprzedaż 133m2,1 599 000 zł,"133 
m
2","0,0140 
ha",5,"12 023 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-wal-miedzeszynski-133m2/155363707
"Wilanów, Bruzdowa",dom na sprzedaż 148m2,2 490 000 zł,"147,61 
m
2","0,0362 
ha",4,"16 869 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-bruzdowa-148m2/155713736
"Wawer, Falenica",dom na sprzedaż 151m2,1 330 036 zł,"150,50 
m
2","0,0343 
ha",4,"8 837 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-150m2/155639444
"Wawer, Sadulska",dom na sprzedaż 190m2,1 699 000 zł,"190 
m
2","0,1162 
ha",5,"8 942 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-sadulska-190m2/155712054
"Białołęka, Brzeziny, Kamykowa",dom na sprzedaż 137m2,1 395 000 zł,"137,33 
m
2","0,0250 
ha",5,"10 158 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-kamykowa-137m2/155712032
Targówek,dom na sprzedaż 151m2,2 590 000 zł,"151,40 
m
2","0,0250 
ha",5,"17 107 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-151m2/155711088
"Ursynów, Kabaty",dom na sprzedaż 500m2,7 200 000 zł,"500 
m
2","0,1782 
ha",7,"14 400 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-500m2/155710790
"Wawer, Pod Brzozami",dom na sprzedaż 70m2,999 999 zł,"70,47 
m
2","0,0150 
ha",3,"14 190 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-pod-brzozami-70m2/155709513
Rembertów,dom na sprzedaż 120m2,1 350 000 zł,"120 
m
2","0,0924 
ha",4,"11 250 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-rembertow-120m2/155709010
Wawer,dom na sprzedaż 199m2,2 200 000 zł,"199,11 
m
2","0,0350 
ha",6,"11 049 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-199m2/155708861
"Białołęka, Jabłoni",dom na sprzedaż 300m2,3 500 000 zł,"300 
m
2","0,1200 
ha",5,"11 667 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-jabloni-300m2/154926076
Wawer,dom na sprzedaż 162m2,1 790 000 zł,"161,61 
m
2","0,0341 
ha",5,"11 076 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-162m2/155706674
Ursynów,dom na sprzedaż 300m2,3 250 000 zł,"300 
m
2","0,0350 
ha",6,"10 833 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-300m2/155706648
Wilanów Niski,dom na sprzedaż 680m2,4 300 000 zł,"680 
m
2","0,0380 
ha",18,"6 324 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-niski-680m2/155706525
dom Warszawa,dom na sprzedaż 100m2,1 500 000 zł,"100 
m
2","0,1000 
ha",4,"15 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-100m2/155706494
"Wawer, Wał Miedzeszyński",dom na sprzedaż 248m2,2 099 000 zł,"248 
m
2","0,0308 
ha",9,"8 464 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-wal-miedzeszynski-248m2/155706238
"Wawer, Wodniaków",dom na sprzedaż 162m2,1 340 000 zł,"162 
m
2","0,0291 
ha",5,"8 272 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-wodniakow-162m2/155647325
Ursynów,dom na sprzedaż 554m2,4 399 000 zł,"553,50 
m
2","0,1500 
ha",11,"7 948 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-554m2/155705758
"Wilanów, Zawady, Bruzdowa",dom na sprzedaż 92m2,1 750 000 zł,"92,40 
m
2","0,0635 
ha",4,"18 939 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-bruzdowa-92m2/155705542
"Białołęka, Echa Leśne",dom na sprzedaż 99m2,1 589 000 zł,"99,42 
m
2","0,0152 
ha",4,"15 983 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-echa-lesne-99m2/155705336
Ursynów,dom na sprzedaż 164m2,1 830 000 zł,"164 
m
2","0,0202 
ha",7,"11 159 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-164m2/155705106
Żoliborz,dom na sprzedaż 231m2,6 900 000 zł,"231 
m
2","0,0386 
ha",7,"29 870 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-zoliborz-231m2/155705099
Wilanów,dom na sprzedaż 217m2,2 700 000 zł,"216,60 
m
2","0,1500 
ha",6,"12 465 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-217m2/155704735
Wawer,dom na sprzedaż 227m2,3 250 000 zł,"227 
m
2","0,1100 
ha",7,"14 317 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-227m2/155704401
"Mokotów, Służew",dom na sprzedaż 406m2,3 500 000 zł,"405,82 
m
2","0,0704 
ha",6,"8 625 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-406m2/155704318
Ursynów Natolin,dom na sprzedaż 169m2,2 650 000 zł,"169 
m
2","0,0180 
ha",4,"15 680 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-natolin-169m2/155704276
Mokotów,dom na sprzedaż 117m2,3 600 000 zł,"117 
m
2","0,0100 
ha",4,"30 769 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-117m2/155704228
Wilanów Powsin,dom na sprzedaż 233m2,2 390 000 zł,"232,95 
m
2","0,0532 
ha",5,"10 260 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-233m2/155704172
Ochota,dom na sprzedaż 275m2,5 100 000 zł,"275 
m
2","0,0600 
ha",7,"18 545 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ochota-275m2/155704160
"Wilanów Powsin, Zakamarek",dom na sprzedaż 146m2,2 990 000 zł,"145,90 
m
2","0,1200 
ha",6,"20 493 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-zakamarek-146m2/154745380
Mokotów,dom na sprzedaż 350m2,6 840 000 zł,"350 
m
2","0,1000 
ha",5,"19 543 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-350m2/155703302
Bemowo,dom na sprzedaż 313m2,1 650 000 zł,"313 
m
2","0,0254 
ha",5,"5 272 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-313m2/155703301
"Targówek, Wyspowa",dom na sprzedaż 250m2,2 750 000 zł,"249,58 
m
2","0,0501 
ha",5,"11 019 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-wyspowa-250m2/155702578
Podkowy,dom na sprzedaż 330m2,4 950 000 zł,"330 
m
2","0,0859 
ha",8,"15 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-podkowy-330m2/155702549
"Wesoła, Moniuszki",dom na sprzedaż 200m2,2 150 000 zł,"200 
m
2","0,0360 
ha",5,"10 750 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-moniuszki-200m2/155702572
"Mokotów, Sadyba",dom na sprzedaż 174m2,3 100 000 zł,"173,80 
m
2","0,0155 
ha",5,"17 837 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-174m2/155700679
Wilanów,dom na sprzedaż 411m2,4 725 000 zł,"411,40 
m
2","0,1731 
ha",8,"11 485 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-411m2/155700391
Wesoła,dom na sprzedaż 386m2,1 790 000 zł,"385,50 
m
2","0,0519 
ha",6,"4 643 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-386m2/155698130
"Wawer, Dąbrowa",dom na sprzedaż 145m2,1 250 000 zł,"145 
m
2","0,0257 
ha",4,"8 621 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-dabrowa-145m2/155697681
Ursynów,dom na sprzedaż 340m2,3 150 000 zł,"340 
m
2","0,0360 
ha",7,"9 265 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-340m2/155697562
dom Warszawa,dom na sprzedaż 227m2,2 870 000 zł,"227 
m
2","0,0597 
ha",5,"12 643 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-227m2/155697489
"Ursynów, Pachnąca",dom na sprzedaż 196m2,2 700 000 zł,"196 
m
2","0,0180 
ha",7,"13 776 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-pachnaca-196m2/155697044
Wawer,dom na sprzedaż 201m2,2 290 000 zł,"201 
m
2","0,0500 
ha",5,"11 393 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-201m2/155696896
dom Warszawa,dom na sprzedaż 170m2,1 750 000 zł,"170 
m
2","0,0200 
ha",6,"10 294 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-170m2/155412231
"Wilanów Powsin, Rosochata",dom na sprzedaż 186m2,1 799 000 zł,"186 
m
2","0,0460 
ha",6,"9 672 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-rosochata-186m2/155167536
"Wilanów Powsin, Rosochata",dom na sprzedaż 186m2,1 799 000 zł,"186 
m
2","0,0460 
ha",6,"9 672 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-rosochata-186m2/155167535
Wawer,dom na sprzedaż 230m2,4 850 000 zł,"230 
m
2","0,1140 
ha",5,"21 087 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-230m2/155672987
Wawer,dom na sprzedaż 247m2,2 350 000 zł,"247 
m
2","0,0415 
ha",6,"9 514 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-247m2/155695334
Ursynów,dom na sprzedaż 140m2,1 880 000 zł,"140 
m
2","0,0157 
ha",5,"13 429 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-140m2/155695275
Mokotów,dom na sprzedaż 240m2,4 399 000 zł,"240 
m
2","0,0451 
ha",6,"18 329 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-240m2/155695263
"Białołęka, Fortel",dom na sprzedaż 250m2,3 125 000 zł,"250 
m
2","0,3000 
ha",6,"12 500 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-fortel-250m2/155694914
"Wesoła, Cieplarniana 11",dom na sprzedaż 150m2,1 199 000 zł,"150 
m
2","0,0100 
ha",5,"7 993 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-cieplarniana-11-150m2/155555559
"Wilanów Powsin, Łęgowa",dom na sprzedaż 284m2,2 870 000 zł,"284,18 
m
2","0,1466 
ha",6,"10 099 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-legowa-284m2/155693782
"Wilanów Powsin, Łęgowa",dom na sprzedaż 284m2,2 870 000 zł,"284,18 
m
2","0,1470 
ha",6,"10 099 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-legowa-284m2/155693781
Wilanów,dom na sprzedaż 680m2,4 600 000 zł,"680 
m
2","0,0380 
ha",18,"6 765 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-680m2/155693430
Ursynów,dom na sprzedaż 350m2,2 600 000 zł,"350 
m
2","0,0915 
ha",5,"7 429 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-350m2/155693374
"Ursynów, Pyry",dom na sprzedaż 230m2,2 500 000 zł,"230 
m
2","0,0605 
ha",5,"10 870 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-230m2/155693362
"Wilanów, Kępa Zawadowska",dom na sprzedaż 372m2,8 700 000 zł,"372,23 
m
2","0,1587 
ha",7,"23 373 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-372m2/155693104
Patriotów,dom na sprzedaż 201m2,2 390 000 zł,"201 
m
2","0,0500 
ha",5,"11 891 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-patriotow-201m2/155693078
Wilanów,dom na sprzedaż 390m2,3 600 000 zł,"390 
m
2","0,0650 
ha",10,"9 231 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-390m2/155692816
Bemowo,dom na sprzedaż 180m2,1 850 000 zł,"180 
m
2","0,0530 
ha",5,"10 278 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-180m2/155692815
Wawer,dom na sprzedaż 200m2,1 350 000 zł,"200 
m
2","0,0440 
ha",6,"6 750 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-200m2/155692814
"Bemowo, Sosnowiecka",dom na sprzedaż 400m2,2 690 000 zł,"400 
m
2","0,0450 
ha",8,"6 725 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-sosnowiecka-400m2/155692786
"Wilanów Powsinek, Ruczaj",dom na sprzedaż 174m2,1 880 000 zł,"174 
m
2","0,0470 
ha",5,"10 805 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsinek-ruczaj-174m2/155692245
"Wesoła, Platynowa (Wesoła)",dom na sprzedaż 178m2,1 300 000 zł,"177,50 
m
2","0,0170 
ha",4,"7 324 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wesola-platynowa-wesola-178m2/155691798
"Mokotów, Górny Mokotów",dom na sprzedaż 450m2,10 000 000 zł,"450 
m
2","0,1000 
ha",9,"22 222 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-450m2/155681510
dom Warszawa,dom na sprzedaż 350m2,3 340 000 zł,"350 
m
2","0,0816 
ha",5,"9 543 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-350m2/155691533
Wilanów,dom na sprzedaż 258m2,2 900 000 zł,"258 
m
2","0,0600 
ha",6,"11 240 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-258m2/155691366
"Wilanów, Wilanów",dom na sprzedaż 485m2,4 200 000 zł,"485 
m
2","0,1530 
ha",7,"8 660 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-485m2/153268680
"Bemowo, Jelonki",dom na sprzedaż 420m2,6 050 000 zł,"420,41 
m
2","0,0942 
ha",20,"14 391 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-420m2/152450653
dom Warszawa,dom na sprzedaż 2000m2,14 000 000 zł,"2000 
m
2","0,3616 
ha",30,"7 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-2000m2/151551657
"Ursynów, Jeziorki",dom na sprzedaż 300m2,1 650 000 zł,"300 
m
2","0,1610 
ha",6,"5 500 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-300m2/149900886
"Mokotów, Służewiec, Kłobucka",dom na sprzedaż 3000m2,8 585 000 zł,"3000 
m
2","0,2392 
ha",0,"2 862 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-klobucka-3000m2/142509662
"Wilanów, Powsin, Powsin",dom na sprzedaż 280m2,2 350 000 zł,"280 
m
2","0,0298 
ha",6,"8 393 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-powsin-powsin-280m2/155690615
"Wilanów, Rumiana",dom na sprzedaż 395m2,3 950 000 zł,"394,70 
m
2","0,0605 
ha",10,"10 008 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-rumiana-395m2/155690540
Białołęka,dom na sprzedaż 300m2,3 600 000 zł,"300 
m
2","0,0992 
ha",7,"12 000 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-300m2/155690321
"Mokotów Służew, Wołodyjowskiego",dom na sprzedaż 434m2,6 500 000 zł,"434 
m
2","0,0873 
ha",7,"14 977 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-sluzew-wolodyjowskiego-434m2/155660726
"Targówek Zacisze, Wilków Morskich",dom na sprzedaż 207m2,2 100 000 zł,"207 
m
2","0,0243 
ha",5,"10 145 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-zacisze-wilkow-morskich-207m2/155655909
"Wawer, Przewodowa",dom na sprzedaż 370m2,2 910 000 zł,"370 
m
2","0,2300 
ha",7,"7 865 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-przewodowa-370m2/155652674
"Wawer Nadwiśle, Ogórkowa",dom na sprzedaż 254m2,1 819 999 zł,"254 
m
2","0,0785 
ha",7,"7 165 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-nadwisle-ogorkowa-254m2/155652673
Wawer,dom na sprzedaż 93m2,955 000 zł,"93 
m
2","0,0305 
ha",4,"10 269 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-93m2/155620373
"Wilanów, Rosy",dom na sprzedaż 214m2,2 889 000 zł,"214 
m
2","0,0500 
ha",5,"13 500 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-rosy-214m2/155565190
"Wilanów, Rosy",dom na sprzedaż 191m2,2 592 000 zł,"191,47 
m
2","0,0412 
ha",5,"13 537 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wilanow-rosy-191m2/155564875
"Mokotów, Sadyba, Morszyńska",dom na sprzedaż 190m2,2 899 000 zł,"190 
m
2","0,0380 
ha",6,"15 258 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-mokotow-morszynska-190m2/155688431
"Ursynów, Kabaty",dom na sprzedaż 314m2,6 900 000 zł,"314 
m
2","0,1040 
ha",8,"21 975 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-314m2/155687971
"Wawer, Radość",dom na sprzedaż 400m2,2 600 000 zł,"400 
m
2","0,1880 
ha",5,"6 500 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-400m2/155687895
"Wawer, Zerzeń",dom na sprzedaż 244m2,2 400 000 zł,"243,70 
m
2","0,0750 
ha",6,"9 848 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-244m2/155687894
Białołęka Choszczówka,dom na sprzedaż 133m2,1 590 000 zł,"133,36 
m
2","0,0387 
ha",5,"11 923 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-choszczowka-133m2/155687795
"Włochy, Rybnicka",dom na sprzedaż 275m2,5 100 000 zł,"275 
m
2","0,0600 
ha",7,"18 545 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wlochy-rybnicka-275m2/155687512
"Białołęka, Białołęka Dworska",dom na sprzedaż 280m2,3 100 000 zł,"280 
m
2","0,1601 
ha",6,"11 071 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-280m2/155687442
Ochota,dom na sprzedaż 201m2,2 600 000 zł,"201,40 
m
2","0,0335 
ha",9,"12 910 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ochota-201m2/155687137
"Białołęka Tarchomin, Józefa Mehoffera",dom na sprzedaż 121m2,1 299 000 zł,"121,27 
m
2","0,1323 
ha",5,"10 712 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-tarchomin-jozefa-mehoffera-121m2/155685024
"Bemowo Chrzanów, Sochaczewska",dom na sprzedaż 119m2,1 907 561 zł,"119,23 
m
2","0,0220 
ha",4,"15 999 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bemowo-chrzanow-sochaczewska-119m2/155684976
Wawer,dom na sprzedaż 485m2,6 900 000 zł,"485 
m
2","0,2000 
ha",0,"14 227 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-485m2/155684373
"Białołęka, Brzezińska",dom na sprzedaż 113m2,1 490 000 zł,"113,05 
m
2","0,0295 
ha",5,"13 180 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-bialoleka-brzezinska-113m2/155684357
"Ursynów, Sarabandy",dom na sprzedaż 130m2,1 500 000 zł,"130,28 
m
2","0,0242 
ha",5,"11 514 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-sarabandy-130m2/155684028
"Ursynów, Sarabandy",dom na sprzedaż 130m2,1 600 000 zł,"130,28 
m
2","0,0322 
ha",5,"12 281 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-sarabandy-130m2/155684027
"Ursynów, Sarabandy",dom na sprzedaż 116m2,1 290 000 zł,"116,30 
m
2","0,0145 
ha",5,"11 092 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-sarabandy-116m2/155684026
"Ursynów, Sarabandy",dom na sprzedaż 116m2,1 192 000 zł,"116,30 
m
2","0,0175 
ha",5,"10 249 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-sarabandy-116m2/155684025
"Ursynów, Sarabandy",dom na sprzedaż 116m2,1 250 000 zł,"116,30 
m
2","0,0175 
ha",5,"10 748 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-sarabandy-116m2/155684024
"Ursynów, Sarabandy",dom na sprzedaż 116m2,1 308 375 zł,"116,30 
m
2","0,0305 
ha",5,"11 250 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ursynow-sarabandy-116m2/155684023
"Wawer, Miedzeszyn",dom na sprzedaż 265m2,3 300 000 zł,"265 
m
2","0,2239 
ha",5,"12 453 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-265m2/155683872
Targówek,dom na sprzedaż 166m2,1 980 000 zł,"166,09 
m
2","0,0150 
ha",4,"11 921 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-targowek-166m2/155683784
Wawer,dom na sprzedaż 418m2,4 900 000 zł,"418,37 
m
2","0,2240 
ha",7,"11 712 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-wawer-418m2/155683783
Ochota,dom na sprzedaż 884m2,7 000 000 zł,"884 
m
2","0,1115 
ha",20,"7 919 
zł/m
2",https://www.domiporta.pl/nieruchomosci/sprzedam-dom-warszawa-ochota-884m2/155683597
